iv_e77f9943	IV2502-051	STR019-PDH		2025-02-10	1300000	paid						15602024	ม.3 ต.ทุ่งคลี อ.เดิมบางนางบวช จ.สุพรรณบุรี (6707-03)	00799	เทศบาลตำบลทุ่งคลี	2025-02-10	WTP	STR	5.โครงการที่รับเงินแล้วสะสม	2025-03-17	17.03.2025 เงินเข้าแล้ว / คุณเพทาย 098-3838738	AR2502-063	3	6707-03
iv_13af18f6	IV2502-050	STR018-PDH		2025-02-10	1300000	paid						16002024	บ้านดอนสนวน บริเวณศาลาอเนกประสงค์ ม.1 ต.ทุ่งคลี อ.เดิมบางนางบวช จ.สุพรรณบุรี (6707-03)	00799	เทศบาลตำบลทุ่งคลี	2025-02-10	WTP	STR	5.โครงการที่รับเงินแล้วสะสม	2025-03-17	17.03.2025 เงินเข้าแล้ว / คุณเพทาย 098-3838738	AR2502-064	3	6707-03
iv_65a6c727	IV2502-049	STR017-PDH		2025-02-14	1300000	paid						15102024	ศูนย์พัฒนาเด็กเล็กบ้านท่าทอง ม.6 ต.ปากน้ำ อ.เดิมบางนางบวช จ.สุพรรณบุรี (6707-03)	00355	เทศบาลตำบลปากน้ำ	2025-02-14	WTP	STR	5.โครงการที่รับเงินแล้วสะสม	2025-04-04	08.04.2025 เงินเข้าแล้ว / พัสดุ 035-430644	AR2502-045	3	6707-03
iv_ece227f9	IV2502-048	STR016-PDH		2025-02-14	1300000	paid						15202024	ศูนย์พัฒนาเด็กเล็กบ้านปากน้ำ ม.1 ต.ปากน้ำ อ.เดิมบางนางบวช จ.สุพรรณบุรี (6707-03)	00355	เทศบาลตำบลปากน้ำ	2025-02-14	WTP	STR	5.โครงการที่รับเงินแล้วสะสม	2025-04-04	08.04.2025 เงินเข้าแล้ว / พัสดุ 035-430644	AR2502-046	3	6707-03
iv_51e8d02e	IV2502-047	STR015-PDH		2025-02-14	1300000	paid						15302024	สำนักงานเทศบาลตำบลปากน้ำ ม.1 ต.ปากน้ำ อ.เดิมบางนางบวช จ.สุพรรณบุรี (6707-03)	00355	เทศบาลตำบลปากน้ำ	2025-02-14	WTP	STR	5.โครงการที่รับเงินแล้วสะสม	2025-04-04	08.04.2025 เงินเข้าแล้ว / พัสดุ 035-430644	AR2502-047	3	6707-03
iv_d173af28	IV2502-046	ENC045-PDH		2025-02-11	1300000	paid						11302024	โรงเรียนแตลศิริวิทยา ม.18 ต.แตล อ.ศีขรภูมิ จ.สุรินทร์ (6707-03)	00631	องค์การบริหารส่วนตำบลแตล	2025-02-11	WTP	EN connect	5.โครงการที่รับเงินแล้วสะสม	2025-03-31	31.03.2025 เงินเข้าแล้ว / คุณกาน 065-6697072	AR2502-060	3	6707-03
iv_cc5242e5	IV2502-045	ENC044-PDH		2025-02-11	1300000	paid						11202024	บ้านอายอง ม.16 ต.แตล อ.ศีขรภูมิ จ.สุรินทร์ (6707-03)	00631	องค์การบริหารส่วนตำบลแตล	2025-02-11	WTP	EN connect	5.โครงการที่รับเงินแล้วสะสม	2025-03-31	31.03.2025 เงินเข้าแล้ว / คุณกาน 065-6697072	AR2502-061	3	6707-03
iv_f5f8438e	IV2502-044	ENC043-PDH		2025-02-11	1300000	paid						10602024	บ้านโนนแดง ม.15 ต.แตล อ.ศีขรภูมิ จ.สุรินทร์ (6707-03)	00631	องค์การบริหารส่วนตำบลแตล	2025-02-11	WTP	EN connect	5.โครงการที่รับเงินแล้วสะสม	2025-03-31	31.03.2025 เงินเข้าแล้ว / คุณกาน 065-6697072	AR2502-062	3	6707-03
iv_1830adfc	IV2502-043	AW070-PLS		2025-02-05	5400000	paid						10202024	บ้านหัวช้าง ม.8 ต.นาเชือก อ.นาเชือก จ.มหาสารคาม (6707-03)	00403	องค์การบริหารส่วนตำบลนาเชือก	2025-02-05	STS	WTP	5.โครงการที่รับเงินแล้วสะสม	2025-03-27	27.03.2025 เงินเข้าแล้ว/ คุณดวงใจ 093-7815476	AR2502-068	3	6707-03
iv_82956c4b	IV2502-042	AW069-PLS		2025-02-05	5400000	paid						10102024	บ้านห้วยทราย ม.6 ต.นาเชือก อ.นาเชือก จ.มหาสารคาม (6707-03)	00403	องค์การบริหารส่วนตำบลนาเชือก	2025-02-05	LIT	WTP	5.โครงการที่รับเงินแล้วสะสม	2025-03-27	27.03.2025 เงินเข้าแล้ว/ คุณดวงใจ 093-7815476	AR2502-069	3	6707-03
iv_4940e698	IV2502-041	STR025-PDH		2025-02-10	1300000	paid						15902024	ม.8 ต.ทุ่งคลี อ.เดิมบางนางบวช จ.สุพรรณบุรี (6707-03)	00799	เทศบาลตำบลทุ่งคลี	2025-02-10	WTP	STR	5.โครงการที่รับเงินแล้วสะสม	2025-03-17	17.03.2025 เงินเข้าแล้ว / คุณเพทาย 098-3838738	AR2502-065	3	6707-03
iv_a9d9c224	IV2502-040	STR024-PDH		2025-02-10	1300000	paid						15802024	ม.7 ต.ทุ่งคลี อ.เดิมบางนางบวช จ.สุพรรณบุรี (6707-03)	00799	เทศบาลตำบลทุ่งคลี	2025-02-10	WTP	STR	5.โครงการที่รับเงินแล้วสะสม	2025-03-17	17.03.2025 เงินเข้าแล้ว / คุณเพทาย 098-3838738	AR2502-066	3	6707-03
iv_0f1d3aeb	IV2502-039	STR023-PDH		2025-02-10	1300000	paid						15702024	ม.6 ต.ทุ่งคลี อ.เดิมบางนางบวช จ.สุพรรณบุรี (6707-03)	00799	เทศบาลตำบลทุ่งคลี	2025-02-10	WTP	STR	5.โครงการที่รับเงินแล้วสะสม	2025-03-17	17.03.2025 เงินเข้าแล้ว / คุณเพทาย 098-3838738	AR2502-067	3	6707-03
iv_fbe26781	IV2502-038	STR022-PDH		2025-02-10	1300000	paid						16302024	บริเวณโรงเรียนอนุบาลเทศบาลทุ่งคลี ม.5 ต.ทุ่งคลี อ.เดิมบางนางบวช จ.สุพรรณบุรี (6707-03)	00799	เทศบาลตำบลทุ่งคลี	2025-02-10	WTP	STR	5.โครงการที่รับเงินแล้วสะสม	2025-03-17	17.03.2025 เงินเข้าแล้ว / คุณเพทาย 098-3838738	AR2502-070	3	6707-03
iv_a070602e	IV2502-037	PP031-PDH		2025-02-13	1277600	paid						17002024	ม.4 ต.เพหลา อ.คลองท่อม จ.กระบี่ (6707-03)	00797	องค์การบริหารส่วนตำบลเพหลา	2025-02-13	WTP	Pinpoint	5.โครงการที่รับเงินแล้วสะสม	2025-03-26	26.03.2025 เงินเข้าแล้ว	AR2502-032	3	6707-03
iv_0b2215b2	IV2502-036	AW072		2025-02-13	3089400	paid						11802024	ST II S-บ้านคลองโพธิ์ ม.7 ต.ดงละคร อ.เมืองนครนายก จ.นครนายก (6707-03)	00784	องค์การบริหารส่วนตำบลดงละคร	2025-02-13	WTP	ภาคตะวันออก	5.โครงการที่รับเงินแล้วสะสม	2025-03-13	13.03.2025 เงินเข้าแล้ว / คุณต้น 062-6420405	AR2502-033	2	6707-03
iv_d84206ed	IV2502-035	ENC022-PM		2025-02-13	3398057	paid						6502024	บ้านโคกสวรรค์ ม.15 ต.ศรีบุญเรือง อ.ศรีบุญเรือง จ.หนองบัวลำภู (6701-01)	00757	องค์การบริหารส่วนตำบลศรีบุญเรือง	2025-02-13	KTB	EN connect	5.โครงการที่รับเงินแล้วสะสม	2025-05-28	28.05.2025 เงินเข้าแล้ว / คุณวรรณ 087-9499351	AR2502-034	1	6701-01
iv_30b91bfb	IV2502-034	AW075-PL		2025-02-13	5400000	paid						12202024	บ้านหนองพลอง ม.4 ต.ขามเฒ่า อ.โนนสูง จ.นครราชสีมา (6714-01)	00410	องค์การบริหารส่วนตำบลขามเฒ่า	2025-02-13	STS	EN connect	5.โครงการที่รับเงินแล้วสะสม	2025-03-07	07.03.2025 เงินเข้าแล้ว / ผอ.นวล 087-8685321	AR2502-035	1	6714-01
iv_25f5a2ad	IV2502-033	AW076-PL		2025-02-13	5400000	paid						12102024	บ้านโนนสำโรง ม.8 ต.ขามเฒ่า อ.โนนสูง จ.นครราชสีมา (6707-03)	00410	องค์การบริหารส่วนตำบลขามเฒ่า	2025-02-13	STS	EN connect	5.โครงการที่รับเงินแล้วสะสม	2025-02-28	28.02.2025 เงินเข้าแล้ว / ผอ.นวล 087-8685321	AR2502-036	1	6707-03
iv_e5628018	IV2502-032	TTI004-PL		2025-02-13	5400000	paid						6202024	บ้านทุ่งกราด ม.8 ต.สะตอ อ.เขาสมิง จ.ตราด (6701-01)	00430	องค์การบริหารส่วนตำบลสะตอ	2025-02-13	STS	ภาคตะวันออก	5.โครงการที่รับเงินแล้วสะสม	2025-03-07	07.03.2025 เงินเข้าแล้ว / ผอ.ช่าง 091-0289197	AR2502-037	3	6701-01
iv_5c4b9b86	IV2502-031	PP032-PDH		2025-02-13	1277600	paid						17102024	รร.บ้านพรุเตย บ้านพรุเตยใต้ ม.3 ต.เพหลา อ.คลองท่อม จ.กระบี่ (6707-03)	00797	องค์การบริหารส่วนตำบลเพหลา	2025-02-13	WTP	Pinpoint	5.โครงการที่รับเงินแล้วสะสม	2025-03-26	26.03.2025 เงินเข้าแล้ว	AR2502-038	3	6707-03
iv_2376936f	IV2502-030	AW077-PSL		2025-02-11	4498000	paid						12302024	ม.1 ต.โคกยาง อ.เหนือคลอง จ.กระบี่ (6707-03)	00787	องค์การบริหารส่วนตำบลโคกยาง	2025-02-11	STS	Pinpoint	5.โครงการที่รับเงินแล้วสะสม	2025-05-15	15.05.2025 เงินเข้าแล้ว / คุณอมรรัตน์ 087-8938894	AR2502-018	3	6707-03
iv_9c02d8d0	IV2502-029	AW080-PSL		2025-02-11	4498000	paid						12602024	ม.4 ต.โคกยาง อ.เหนือคลอง จ.กระบี่ (6707-03)	00787	องค์การบริหารส่วนตำบลโคกยาง	2025-02-11	STS	Pinpoint	5.โครงการที่รับเงินแล้วสะสม	2025-05-15	15.05.2025 เงินเข้าแล้ว / คุณอมรรัตน์ 087-8938894	AR2502-019	3	6707-03
iv_b43be061	IV2502-028	AW074-PLS		2025-02-11	5400000	paid						12002024	บ้านโนนศิลาเลิง(หนองบึงแวง) ม.1 ต.โนนศิลาเลิง อ.ฆ้องชัย จ.กาฬสินธุ์ (6707-03)	00786	องค์การบริหารส่วนตำบลโนนศิลาเลิง	2025-02-11	STS	WTP	5.โครงการที่รับเงินแล้วสะสม	2025-05-15	15.05.2025 เงินเข้าแล้ว / คุณทัศนี 083-5196248	AR2502-020	1	6707-03
iv_d87d3d96	IV2502-027	AW115		2025-02-11	2059600	paid						21902024	ST II S-บ้านใหม่ ม.1 ต.บางแตน อ.บ้านสร้าง จ.ปราจีนบุรี (6707-03)	00809	องค์การบริหารส่วนตำบลบางแตน	2025-02-11	KTB	ภาคตะวันออก	5.โครงการที่รับเงินแล้วสะสม	2025-03-26	26.03.2025 เงินเข้าแล้ว / คุณหนึ่ง พัสดุ 092-0205619	AR2502-021	1	6707-03
iv_ac00732f	IV2502-026	AW116		2025-02-11	2059600	paid						21802024	ST II S-บ้านปลายคลอง ม.5 ต.บางแตน อ.บ้านสร้าง จ.ปราจีนบุรี (6707-03)	00809	องค์การบริหารส่วนตำบลบางแตน	2025-02-11	KTB	ภาคตะวันออก	5.โครงการที่รับเงินแล้วสะสม	2025-03-26	26.03.2025 เงินเข้าแล้ว / คุณหนึ่ง พัสดุ 092-0205619	AR2502-022	1	6707-03
iv_63639afc	IV2502-025	AW117		2025-02-11	2059600	paid						21702024	ST II S-บ้านเกาะลอย ม.7 ต.บางแตน อ.บ้านสร้าง จ.ปราจีนบุรี (6707-03)	00809	องค์การบริหารส่วนตำบลบางแตน	2025-02-11	KTB	ภาคตะวันออก	5.โครงการที่รับเงินแล้วสะสม	2025-03-26	26.03.2025 เงินเข้าแล้ว / คุณหนึ่ง พัสดุ 092-0205619	AR2502-023	1	6707-03
iv_97a30eae	IV2502-024	AW134-PL		2025-02-11	2160000	paid						26802024	ม.8 ต.นนทรี อ.กบินทร์บุรี จ.ปราจีนบุรี (6707-03)	00827	องค์การบริหารส่วนตำบลนนทรี	2025-02-11	WTP	ภาคตะวันออก	5.โครงการที่รับเงินแล้วสะสม	2025-04-01	01.04.2025 เงินเข้าแล้ว	AR2502-024	1	6707-03
iv_3502b575	IV2502-023	AW135-PL		2025-02-11	2160000	paid						26702024	ม.9 ต.นนทรี อ.กบินทร์บุรี จ.ปราจีนบุรี (6707-03)	00827	องค์การบริหารส่วนตำบลนนทรี	2025-02-11	WTP	ภาคตะวันออก	5.โครงการที่รับเงินแล้วสะสม	2025-04-01	01.04.2025 เงินเข้าแล้ว	AR2502-025	1	6707-03
iv_36c6a052	IV2502-022	AW137-PL		2025-02-11	2160000	paid						26502024	ม.12 ต.นนทรี อ.กบินทร์บุรี จ.ปราจีนบุรี (6707-03)	00827	องค์การบริหารส่วนตำบลนนทรี	2025-02-11	FUNDING	ภาคตะวันออก	5.โครงการที่รับเงินแล้วสะสม	2025-03-28	01.04.2025 เงินเข้าแล้ว	AR2502-026	1	6707-03
iv_938d0dff	IV2502-021	AW088-PLS		2025-02-10	3240000	paid						16402024	บ้านคลองยอ ม.8 ต.ทุ่งคลี อ.เดิมบางนางบวช จ.สุพรรณบุรี (6707-03)	00799	เทศบาลตำบลทุ่งคลี	2025-02-10	WTP	STR	5.โครงการที่รับเงินแล้วสะสม	2025-03-17	17.03.2025 เงินเข้าแล้ว / คุณเพทาย 098-3838738	AR2502-027	1	6707-03
iv_2cee0ed5	IV2502-020	ENC046-PDH		2025-02-10	1300000	paid						16502024	บ้านไทรงาม ม.1 ต.ไทรงาม อ.ไทรงาม จ.กำแพงเพชร (6707-03)	00793	เทศบาลตำบลไทรงาม	2025-02-10	WTP	EN connect	5.โครงการที่รับเงินแล้วสะสม	2025-04-25	25.04.2025 เงินเข้าแล้ว / ผอ.คลัง 055-791283	AR2502-028	1	6707-03
iv_2bc0d869	IV2502-019	ENC047-PDH		2025-02-10	1300000	paid						16602024	บ้านไทรงาม ม.4 ต.ไทรงาม อ.ไทรงาม จ.กำแพงเพชร (6707-03)	00793	เทศบาลตำบลไทรงาม	2025-02-10	WTP	EN connect	5.โครงการที่รับเงินแล้วสะสม	2025-04-25	25.04.2025 เงินเข้าแล้ว / ผอ.คลัง 055-791283	AR2502-029	1	6707-03
iv_45b6c729	IV2502-018	AW078-PSL		2025-02-04	4498000	paid						12402024	ม.2 ต.โคกยาง อ.เหนือคลอง จ.กระบี่ (6707-03)	00787	องค์การบริหารส่วนตำบลโคกยาง	2025-02-04	STS	Pinpoint	5.โครงการที่รับเงินแล้วสะสม	2025-05-15	15.05.2025 เงินเข้าแล้ว / คุณอมรรัตน์ 087-8938894	AR2502-030	3	6707-03
iv_74f1af73	IV2502-013	AW081-PSL		2025-02-10	4498000	paid						12702024	ม.5 ต.โคกยาง อ.เหนือคลอง จ.กระบี่ (6707-03)	00787	องค์การบริหารส่วนตำบลโคกยาง	2025-02-10	STS	Pinpoint	5.โครงการที่รับเงินแล้วสะสม	2025-05-15	15.05.2025 เงินเข้าแล้ว / คุณอมรรัตน์ 087-8938894	AR2502-014	3	6707-03
iv_f3869386	IV2502-012	AW073-PL		2025-02-07	3239400	paid						11902024	บ้านหนองปรือ ม.4 ต.ดงเสือเหลือง อ.โพธิ์ประทับช้าง จ.พิจิตร (6707-03)	00785	องค์การบริหารส่วนตำบลดงเสือเหลือง	2025-02-07	STS	EN connect	5.โครงการที่รับเงินแล้วสะสม	2025-02-28	28.02.2025 เงินเข้าแล้ว / คุณมน 086-7743797	AR2502-012	2	6707-03
iv_c28ac0f1	IV2502-011	PP030-PDH		2025-02-04	1279000	paid						16902024	โรงเรียนบ้านห้วยหลอด ม.3 ต.บางมะพร้าว อ.หลังสวน จ.ชุมพร (6707-03)	00189	องค์การบริหารส่วนตำบลบางมะพร้าว	2025-02-10	WTP	Pinpoint	5.โครงการที่รับเงินแล้วสะสม	2025-03-06	06.03.2025 เงินเข้าแล้ว / พัสดุ 077-630400	AR2502-031	3	6707-03
iv_1ae6895d	IV2502-010	AW068-PL		2025-02-03	3240000	paid						10002024	บ้านทุ่งไก่ดัก ม.4 ต.ท่ากุ่ม อ.เมืองตราด จ.ตราด (6707-03)	00781	องค์การบริหารส่วนตำบลท่ากุ่ม	2025-02-03	STS	ภาคตะวันออก	5.โครงการที่รับเงินแล้วสะสม	2025-03-14	14.03.2025 เงินเข้าแล้ว / คุณมน 083-0095931	AR2502-010	2	6707-03
iv_5dc7430b	IV2502-009	AW084-PL		2025-02-04	2160000	paid						14702024	บ้านเมืองพลับพลา ม.1 ต.เมืองพลับพลา อ.ห้วยแถลง จ.นครราชสีมา (6714-01)	00788	องค์การบริหารส่วนตำบลเมืองพลับพลา	2025-02-04	STS	EN connect	5.โครงการที่รับเงินแล้วสะสม	2025-03-14	14.03.2025 เงินเข้าแล้ว / คุณเอ๋ พัสดุ 088-5816238	AR2502-009	1	6714-01
iv_3df6d9e7	IV2502-008	AW091-PL		2025-02-03	2160000	paid						16702024	บ้านหนองขาม ม.15 ต.หนองขาม อ.จักราช จ.นครราชสีมา (6714-01)	00795	องค์การบริหารส่วนตำบลหนองขาม	2025-02-03	STS	EN connect	5.โครงการที่รับเงินแล้วสะสม	2025-03-12	12.03.2025 เงินเข้าแล้ว / คุณบ๊อบบี้ 090-2795015	AR2502-008	1	6714-01
iv_6ee25392	IV2502-007	AW090-PL		2025-02-03	2160000	paid						15402024	บ้านหนองนา ม.8 ต.งิ้ว อ.ห้วยแถลง จ.นครราชสีมา (6714-01)	00791	องค์การบริหารส่วนตำบลงิ้ว	2025-02-03	STS	EN connect	5.โครงการที่รับเงินแล้วสะสม	2025-04-11	11.04.2025 เงินเข้าแล้ว / รองปลัด 093-8233275	AR2502-007	1	6714-01
iv_1bfb66a5	IV2502-006	AW085-PL		2025-02-03	2160000	paid						14602024	บ้านบางสาว ม.2 ต.เขาวง อ.บ้านตาขุน จ.สุราษฎร์ธานี (6707-03)	00789	องค์การบริหารส่วนตำบลเขาวง	2025-02-03	STS	Pinpoint	5.โครงการที่รับเงินแล้วสะสม	2025-03-07	07.03.2025 เงินเข้าแล้ว  / พัสดุ 097-9363895	AR2502-006	1	6707-03
iv_451c550d	IV2502-005	INS010-PDH		2025-02-03	1300000	paid						11702024	โรงเรียนร่มฉัตรวิทยา ม.9 ต.แม่ลาน้อย อ.แม่ลาน้อย จ.แม่ฮ่องสอน (6707-03)	00419	เทศบาลตำบลแม่ลาน้อย	2025-02-03	WTP	Innovatech	5.โครงการที่รับเงินแล้วสะสม	2025-03-27	27.03.2025 เงินเข้าแล้ว / คุณอาพร 086-1835206	AR2502-001	3	6707-03
iv_22d16108	IV2502-004	INS011-PDH		2025-02-03	1300000	paid						11602024	บ้านวังคัน ม.5 ต.แม่ลาน้อย อ.แม่ลาน้อย จ.แม่ฮ่องสอน (6707-03)	00419	เทศบาลตำบลแม่ลาน้อย	2025-02-03	WTP	Innovatech	5.โครงการที่รับเงินแล้วสะสม	2025-03-27	27.03.2025 เงินเข้าแล้ว / คุณอาพร 086-1835206	AR2502-002	3	6707-03
iv_718b388b	IV2502-003	AW071-PL		2025-02-03	3240000	paid						11402024	ม.7 ต.ดอนยอ อ.เมืองนครนายก จ.นครนายก (6707-03)	00782	องค์การบริหารส่วนตำบลดอนยอ	2025-02-03	STS	ภาคตะวันออก	5.โครงการที่รับเงินแล้วสะสม	2025-03-31	31.03.2025 เงินเข้าแล้ว / คุณกาน 065-6697072	AR2502-003	2	6707-03
iv_37c06645	IV2502-002	INS009-PDH		2025-02-03	1300000	paid						11502024	โรงเรียนแม่ลาน้อยดรุณสิกข์ ม.9 ต.แม่ลาน้อย อ.แม่ลาน้อย จ.แม่ฮ่องสอน (6707-03)	00419	เทศบาลตำบลแม่ลาน้อย	2025-02-03	WTP	Innovatech	5.โครงการที่รับเงินแล้วสะสม	2025-03-27	27.03.2025 เงินเข้าแล้ว / คุณอาพร 086-1835206	AR2502-004	3	6707-03
iv_323d4b41	IV2502-001	PP007-PL		2025-02-03	3240000	paid						5002024	บ้านท่าสะอาด ม.7 ต.คำสร้างเที่ยง อ.สามชัย จ.กาฬสินธุ์ (6701-01)	00744	องค์การบริหารส่วนตำบลคำสร้างเที่ยง	2025-02-03	STS	WTP	5.โครงการที่รับเงินแล้วสะสม	2025-04-11	11.04.2025 เงินเข้าแล้ว	AR2502-005	2	6701-01
iv_b02f2f87	IV2501-030	TTI005-PL		2025-01-17	2152000	paid						9502024	บริเวณบ้านหนองกระจับ ม.6 ต.ดงพระราม อ.เมืองปราจีนบุรี จ.ปราจีนบุรี (6712-01)	00778	ที่ทำการปกครองอำเภอเมืองปราจีนบุรี	2025-01-17	KTB	ภาคตะวันออก	5.โครงการที่รับเงินแล้วสะสม	2025-03-07	07.03.2025 เงินเข้าแล้ว  / คุณมิ้ม 085-3335715	AR2501-034	1	6712-01
iv_f9e0cfba	IV2501-029	ENC023-PL		2025-01-31	2142196.22	paid						7002024	แก่งปลาปก ม.5 ต.ชมเจริญ อ.ปากชม จ.เลย (6701-01)	00761	องค์การบริหารส่วนตำบลชมเจริญ	2025-01-31	KTB	EN connect	5.โครงการที่รับเงินแล้วสะสม	2025-05-20	20.05.2025 เงินเข้าแล้ว / คุณอมร 084-7428010	AR2501-032	1	6701-01
iv_a91a75f2	IV2501-028	STR006-PL		2025-01-29	3240000	paid						4702024	บ้านลำพระยา ม.1 ต.ย่านยาว อ.สามชุก จ.สุพรรณบุรี (6701-01)	00742	องค์การบริหารส่วนตำบลย่านยาว	2025-01-29	STS	STR	5.โครงการที่รับเงินแล้วสะสม	2025-02-25	25.02.2025 เงินเข้าแล้ว / คุณรัตนา 063-5146514	AR2501-033	2	6701-01
iv_8e705dcf	IV2501-027			2025-01-29	134000	paid						1772025	SV-641-PL-บ้านสันกองใหม่ ม.9 ต.แม่ไร่  อ.แม่จัน จ.เชียงราย  (SV-6805-01)	00329	เทศบาลตำบลแม่ไร่	2025-01-29	WTP	Innovatech	5.โครงการที่รับเงินแล้วสะสม	2025-02-25	25.02.2025 เงินเข้าแล้ว	AR2501-031	3	SV-6805-01
iv_e8299e0f	IV2501-026			2025-01-29	134000	paid						1762025	SV-640-PL-บ้านป่ากว๋าว ม.1 ต.แม่ไร่ อ.แม่จัน จ.เชียงราย   (SV-6805-01)	00021	เทศบาลตำบลแม่ไร่	2025-01-29	WTP	Innovatech	5.โครงการที่รับเงินแล้วสะสม	2025-02-25	25.02.2025 เงินเข้าแล้ว	AR2501-030	3	SV-6805-01
iv_430a3be3	IV2501-025	AW106		2025-01-27	2060000	paid						18902024	ST II S-ม.9 ต.พระอาจารย์ อ.องครักษ์ จ.นครนายก (6707-03)	00800	องค์การบริหารส่วนตำบลพระอาจารย์	2025-01-27	STS	ภาคตะวันออก	5.โครงการที่รับเงินแล้วสะสม	2025-02-20	20.02.2025 เงินเข้าแล้ว / คุณมน 092-8392545	AR2501-029	1	6707-03
iv_0644f985	IV2501-021	ENC011-PL		2025-01-27	3237852	paid						4302024	บ้านทุ่งเกวียน ม.6 ต.เวียงตาล อ.ห้างฉัตร จ.ลำปาง (6701-01)	00501	เทศบาลตำบลเวียงตาล	2025-01-27	KTB	EN connect	5.โครงการที่รับเงินแล้วสะสม	2025-02-28	28.02.2025 เงินเข้าแล้ว / คุณนุ้ย การเงิน 0856269979	AR2501-025	2	6701-01
iv_2a154ca4	IV2501-020			2025-01-22	135000	paid						11342024	SV-865-PL-หนองตาดำ ม.6 ต.ท่าชัย อ.เมืองชัยนาท จ.ชัยนาท (SV-6801-01)	00224	องค์กาารบริหารส่วนตำบลท่าชัย	2025-01-22	WTP	STR	5.โครงการที่รับเงินแล้วสะสม	2025-02-17	17.02.2025 เงินเข้าแล้ว	AR2501-024	1	SV-6801-01
iv_d8ec8122	IV2501-019			2025-01-17	108000	paid						11332024	SV-886-PL-บ้านห้างฉัตรเหนือ ม.2  ต.ห้างฉัตร อ.ห้างฉัตร จ.ลำปาง (SV-6802-01)	00253	ที่ทำการปกครองอำเภอห้างฉัตร	2025-01-17	WTP	EN connect	5.โครงการที่รับเงินแล้วสะสม	2025-02-10	10.02.2025 เงินเข้าแล้ว (วท.07/02/2025)	AR2501-023	1	SV-6802-01
iv_b393450c	IV2501-018			2025-01-17	108000	paid						11322024	SV-878-PL-บ้านขามแดง ม.6 ต.ห้างฉัตร อ.ห้างฉัตร จ.ลำปาง (SV-6802-01)	00253	ที่ทำการปกครองอำเภอห้างฉัตร	2025-01-17	WTP	EN connect	5.โครงการที่รับเงินแล้วสะสม	2025-02-10	10.02.2025 เงินเข้าแล้ว (วท.07/02/2025)	AR2501-022	1	SV-6802-01
iv_a33e1d98	IV2501-017	PP024-PS		2025-01-24	1422000	paid						8202024	บ้านห้วยต่อ (น้ำตกอ่างทอง) ม.1 ต.ไม้ฝาด อ.สิเกา จ.ตรัง (6701-01)	00765	องค์การบริหารส่วนตำบลไม้ฝาด	2025-01-24	KTB	Pinpoint	5.โครงการที่รับเงินแล้วสะสม	2025-02-17	17.02.2025 เงินเข้าแล้ว / คุณจินดา 082-8409706	AR2501-021	2	6701-01
iv_5e0830c3	IV2501-016	TTI002-PL		2025-01-23	3120000	paid						3302024	บ้านหนองกวาง ม.8 ต.วังสรรพรส อ.ขลุง จ.จันทบุรี (6701-01)	00737	องค์การบริหารส่วนตำบลวังสรรพรส	2025-01-23	KTB	ภาคตะวันออก	5.โครงการที่รับเงินแล้วสะสม	2025-02-18	18.02.2025 เงินเข้าแล้ว  / ผอ.คลัง 081-7418138	AR2501-020	2	6701-01
iv_d89b363f	IV2501-015	AW073-PL		2025-01-20	2159600	paid						11902024	บ้านหนองปรือ ม.4 ต.ดงเสือเหลือง อ.โพธิ์ประทับช้าง จ.พิจิตร (6707-03)	00785	องค์การบริหารส่วนตำบลดงเสือเหลือง	2025-01-20	STS	EN connect	5.โครงการที่รับเงินแล้วสะสม	2025-02-18	18.02.2025 เงินเข้าแล้ว / คุณวาสนา 086-7743797	AR2501-018	1	6707-03
iv_2588bbe3	IV2501-013	AW065-PL		2025-01-21	5400000	paid						9602024	บ้านบางเตยเหนือ ม.1 ต.บางเตย อ.เมืองพังงา จ.พังงา (6707-03)	00514	เทศบาลตำบลบางเตย	2025-01-21	LIT	Pinpoint	5.โครงการที่รับเงินแล้วสะสม	2025-04-09	09.04.2025 เงินเข้าแล้ว	AR2501-017	3	6707-03
iv_b181bf6b	IV2501-012	PP028-PL		2025-01-20	3240000	paid						9402024	ม.2 ต.รัตภูมิ อ.ควนเนียง จ.สงขลา (6702-01)	00777	ที่ทำการปกครองอำเภอควนเนียง	2025-01-20	KTB	Pinpoint	5.โครงการที่รับเงินแล้วสะสม	2025-03-21	21.03.2025 เงินเข้าแล้ว / คุณมล 08-72991280	AR2501-016	2	6702-01
iv_3cd4f536	IV2501-011	ENC002-PL		2025-01-16	3214997.4	paid						1302024	บ้านไร่ ม.8 ต.นายาง อ.สบปราบ จ.ลำปาง (6701-01)	00201	องค์การบริหารส่วนตำบลนายาง	2025-01-16	STS	EN connect	5.โครงการที่รับเงินแล้วสะสม	2025-02-28	28.02.2025 เงินเข้าแล้ว  / คุณเด่น 096-9814296	AR2501-014	2	6701-01
iv_2f4c65fe	IV2501-010	AW072		2025-01-14	2059600	paid						11802024	ST II S-บ้านคลองโพธิ์ ม.7 ต.ดงละคร อ.เมืองนครนายก จ.นครนายก (6707-03)	00784	องค์การบริหารส่วนตำบลดงละคร	2025-01-14	WTP	ภาคตะวันออก	5.โครงการที่รับเงินแล้วสะสม	2025-02-18	18.02.2025 เงินเข้าแล้ว / คุณต้น 062-6420405	AR2501-013	1	6707-03
